,complex_name,avg_n_models,max_n_models,num_contacts_with_max_n_models,num_unique_contacts,max_iptm,max_ptm,best_model_num,best_pdockq,best_plddt_avg,best_pae_avg,protID,gene_name,product,locus,vulnerability,membrane,tmr,ipc,dataset
3456,ABK70312.1_and_ABK75771.1,0.0,0,0,0,0.33,0.67,1,0.0,0.0,0.0,ABK75771.1,purL,phosphoribosylformylglycinamidine synthase II,MSMEG_5824,-7.086,G,0,4.66,rpoB
3457,ABK70312.1_and_ABK75705.1,0.0,0,0,0,0.23,0.72,1,0.0,0.0,0.0,ABK75705.1,na,para-nitrobenzyl esterase,MSMEG_6303,0.011,G,0,4.431,rpoB
3458,ABK70312.1_and_ABK75671.1,0.0,0,0,0,0.26,0.67,1,0.0,0.0,0.0,ABK75671.1,na,probable conserved transmembrane protein,MSMEG_6400,-1.837,M,11,9.077,rpoB
3459,ABK70312.1_and_ABK76102.1,0.0,0,0,0,0.26,0.81,1,0.0,0.0,0.0,ABK76102.1,na,nicotinamidase/pyrazinamidase,MSMEG_6506,0.443,G,0,4.253,rpoB
3460,ABK70312.1_and_ABK70677.1,0.0,0,0,0,0.25,0.7,1,0.0,0.0,0.0,ABK70677.1,na,gaba permease,MSMEG_6196,-0.012,M,12,8.668,rpoB
3461,ABK70312.1_and_ABK70645.1,0.0,0,0,0,0.27,0.77,1,0.0,0.0,0.0,ABK70645.1,na,sugar ABC transporter ATP-binding protein,MSMEG_4656,0.479,G,0,5.83,rpoB
3462,ABK70312.1_and_ABK70612.1,0.0,0,0,0,0.32,0.72,1,0.0,0.0,0.0,ABK70612.1,narH,"nitrate reductase, beta subunit",MSMEG_5139,-0.027,G,0,5.232,rpoB
3463,ABK70312.1_and_ABK70579.1,0.0,0,0,0,0.24,0.69,1,0.0,0.0,0.0,ABK70579.1,na,L-lactate permease,MSMEG_6826,-0.089,M,12,6.173,rpoB
3464,ABK70312.1_and_ABK70546.1,0.0,0,0,0,0.25,0.79,1,0.0,0.0,0.0,ABK70546.1,na,"transcriptional regulator, TetR family protein",MSMEG_4847,-0.986,G,0,5.423,rpoB
3465,ABK70312.1_and_ABK70513.1,0.0,0,0,0,0.21,0.71,1,0.0,0.0,0.0,ABK70513.1,na,"probable sugar ABC transporter, substrate-binding protein, putative",MSMEG_0553,0.414,G,0,4.177,rpoB
3466,ABK70312.1_and_ABK70481.1,0.0,0,0,0,0.22,0.76,1,0.0,0.0,0.0,ABK70481.1,na,nuclear transport factor 2 (NTF2) domain family protein,MSMEG_3684,0.296,G,0,8.039,rpoB
3467,ABK70312.1_and_ABK70449.1,0.0,0,0,0,0.22,0.71,1,0.0,0.0,0.0,ABK70449.1,na,NADH:flavin oxidoreductase/nadh oxidase,MSMEG_2889,-0.137,G,0,6.985,rpoB
3468,ABK70312.1_and_ABK70415.1,0.0,0,0,0,0.27,0.77,1,0.0,0.0,0.0,ABK70415.1,na,trypsin domain protein,MSMEG_6359,0.214,G,0,4.164,rpoB
3469,ABK70312.1_and_ABK70350.1,0.0,0,0,0,0.2,0.67,1,0.0,0.0,0.0,ABK70350.1,na,steroid monooxygenase,MSMEG_0195,0.314,G,0,4.978,rpoB
3470,ABK70312.1_and_ABK70318.1,0.0,0,0,0,0.2,0.73,1,0.0,0.0,0.0,ABK70318.1,hisC,histidinol-phosphate aminotransferase,MSMEG_6351,0.007,G,0,5.359,rpoB
3471,ABK70312.1_and_ABK69807.1,0.0,0,0,0,0.22,0.76,1,0.0,0.0,0.0,ABK69807.1,na,"transcriptional regulator, LysR family protein",MSMEG_0104,0.468,G,0,5.537,rpoB
3472,ABK70312.1_and_ABK70253.1,0.0,0,0,0,0.25,0.78,1,0.0,0.0,0.0,ABK70253.1,na,conserved hypothetical protein,MSMEG_5309,-0.199,G,0,7.688,rpoB
3473,ABK70312.1_and_ABK70218.1,0.0,0,0,0,0.22,0.73,1,0.0,0.0,0.0,ABK70218.1,na,chloramphenicol resistance protein,MSMEG_2028,0.061,M,12,11.199,rpoB
3474,ABK70312.1_and_ABK70182.1,0.0,0,0,0,0.24,0.71,1,0.0,0.0,0.0,ABK70182.1,na,cytochrome P450 monooxygenase,MSMEG_1213,0.636,G,0,9.048,rpoB
3475,ABK70312.1_and_ABK70147.1,0.0,0,0,0,0.29,0.66,1,0.0,0.0,0.0,ABK70147.1,na,"carbon-monoxide dehydrogenase, large subunit",MSMEG_0746,0.353,G,0,5.054,rpoB
3476,ABK70312.1_and_ABK70075.1,0.0,0,0,0,0.31,0.88,1,0.0,0.0,0.0,ABK70075.1,na,hypothetical protein,MSMEG_4506,-0.442,G,0,9.355,rpoB
3477,ABK70312.1_and_ABK70039.1,0.0,0,0,0,0.34,0.71,1,0.0,0.0,0.0,ABK70039.1,na,conserved membrane-spanning protein,MSMEG_5278,0.027,M,5,5.283,rpoB
3478,ABK70312.1_and_ABK70007.1,0.0,0,0,0,0.18,0.7,1,0.0,0.0,0.0,ABK70007.1,na,aldehyde dehydrogenase,MSMEG_2597,0.215,G,0,4.863,rpoB
3479,ABK70312.1_and_ABK69974.1,0.0,0,0,0,0.3,0.72,1,0.0,0.0,0.0,ABK69974.1,na,linalool 8-monooxygenase,MSMEG_3551,-0.031,G,0,4.94,rpoB
3480,ABK70312.1_and_ABK69940.1,0.0,0,0,0,0.21,0.79,1,0.0,0.0,0.0,ABK69940.1,na,putative methyltransferase,MSMEG_4708,0.527,G,0,7.79,rpoB
3481,ABK70312.1_and_ABK69908.1,0.0,0,0,0,0.2,0.73,1,0.0,0.0,0.0,ABK69908.1,add,adenosine deaminase,MSMEG_1676,0.592,G,0,5.27,rpoB
3482,ABK70312.1_and_ABK69842.1,0.0,0,0,0,0.28,0.77,1,0.0,0.0,0.0,ABK69842.1,na,alpha/beta hydrolase,MSMEG_2203,0.177,G,0,7.673,rpoB
3483,ABK70312.1_and_ABK70285.1,0.0,0,0,0,0.18,0.78,1,0.0,0.0,0.0,ABK70285.1,na,"phosphoglycerate mutase, putative",MSMEG_4107,-0.049,G,0,8.083,rpoB
3484,ABK70312.1_and_ABK74681.1,0.0,0,0,0,0.34,0.84,1,0.0,0.0,0.0,ABK74681.1,na,conserved hypothetical protein,MSMEG_3795,0.175,G,0,4.596,rpoB
3485,ABK70312.1_and_ABK74648.1,0.0,0,0,0,0.29,0.71,1,0.0,0.0,0.0,ABK74648.1,na,"formate dehydrogenase, beta subunit",MSMEG_0160,0.574,G,0,4.736,rpoB
3486,ABK70312.1_and_ABK74616.1,0.0,0,0,0,0.22,0.71,1,0.0,0.0,0.0,ABK74616.1,na,cyclopropane-fatty-acyl-phospholipid synthase,MSMEG_6284,-0.019,G,0,5.728,rpoB
3487,ABK70312.1_and_ABK74580.1,0.0,0,0,0,0.26,0.75,1,0.0,0.0,0.0,ABK74580.1,na,"diacylglycerol kinase, catalytic region",MSMEG_1920,0.499,G,0,6.173,rpoB
3488,ABK70312.1_and_ABK74547.1,0.0,0,0,0,0.22,0.82,1,0.0,0.0,0.0,ABK74547.1,rbfA,ribosome-binding factor A,MSMEG_2629,-0.375,G,0,4.787,rpoB
3489,ABK70312.1_and_ABK74515.1,0.0,0,0,0,0.19,0.76,1,0.0,0.0,0.0,ABK74515.1,na,conserved hypothetical protein,MSMEG_1514,0.414,G,0,5.283,rpoB
3490,ABK70312.1_and_ABK74481.1,0.0,0,0,0,0.31,0.86,1,0.0,0.0,0.0,ABK74481.1,na,conserved hypothetical protein,MSMEG_5722,0.265,G,0,4.151,rpoB
3491,ABK70312.1_and_ABK74448.1,0.0,0,0,0,0.21,0.76,1,0.0,0.0,0.0,ABK74448.1,na,chromosome replication initiation inhibitor protein,MSMEG_0548,0.553,G,0,7.293,rpoB
3492,ABK70312.1_and_ABK74414.1,0.0,0,0,0,0.21,0.71,1,0.0,0.0,0.0,ABK74414.1,na,flavoprotein involved in K+ transport,MSMEG_0569,-0.094,G,0,5.397,rpoB
3493,ABK70312.1_and_ABK74381.1,0.0,0,0,0,0.2,0.77,1,0.0,0.0,0.0,ABK74381.1,na,short chain dehydrogenase,MSMEG_3607,0.152,G,0,4.736,rpoB
3494,ABK70312.1_and_ABK74348.1,0.0,0,0,0,0.27,0.79,1,0.0,0.0,0.0,ABK74348.1,na,"transcriptional repressor, TetR family protein, putative",MSMEG_4825,0.23,G,0,9.033,rpoB
3495,ABK70312.1_and_ABK75604.1,0.0,0,0,0,0.25,0.88,1,0.0,0.0,0.0,ABK75604.1,rpmJ,ribosomal protein L36,MSMEG_1520,,G,0,11.418,rpoB
3496,ABK70312.1_and_ABK74280.1,0.0,0,0,0,0.22,0.79,1,0.0,0.0,0.0,ABK74280.1,na,hypothetical protein,MSMEG_3377,-0.144,G,0,9.18,rpoB
3497,ABK70312.1_and_ABK74248.1,0.0,0,0,0,0.29,0.81,1,0.0,0.0,0.0,ABK74248.1,na,conserved hypothetical protein,MSMEG_4245,-0.324,G,0,5.817,rpoB
3498,ABK70312.1_and_ABK74214.1,0.0,0,0,0,0.26,0.76,1,0.0,0.0,0.0,ABK74214.1,na,sugar binding-protein dependent transporter system permease,MSMEG_0517,0.183,M,6,8.507,rpoB
3499,ABK70312.1_and_ABK74182.1,0.0,0,0,0,0.25,0.79,1,0.0,0.0,0.0,ABK74182.1,na,hypothetical protein,MSMEG_0479,0.058,G,0,4.825,rpoB
3500,ABK70312.1_and_ABK74149.1,0.0,0,0,0,0.29,0.73,1,0.0,0.0,0.0,ABK74149.1,na,transcriptional regulatory protein,MSMEG_2179,0.395,G,0,8.053,rpoB
3501,ABK70312.1_and_ABK74115.1,0.0,0,0,0,0.23,0.71,1,0.0,0.0,0.0,ABK74115.1,snm,secretion protein Snm4,MSMEG_0623,-0.208,M,11,6.198,rpoB
3502,ABK70312.1_and_ABK74081.1,0.0,0,0,0,0.2,0.76,1,0.0,0.0,0.0,ABK74081.1,na,carboxymethylenebutenolidase,MSMEG_3558,0.105,G,0,4.724,rpoB
3503,ABK70312.1_and_ABK74049.1,0.0,0,0,0,0.26,0.79,1,0.0,0.0,0.0,ABK74049.1,na,"transcriptional regulator, TetR family protein",MSMEG_2995,0.437,G,0,5.753,rpoB
3504,ABK70312.1_and_ABK74016.1,0.0,0,0,0,0.2,0.77,1,0.0,0.0,0.0,ABK74016.1,na,short chain dehydrogenase,MSMEG_3395,0.397,G,0,4.952,rpoB
3505,ABK70312.1_and_ABK73982.1,0.0,0,0,0,0.25,0.7,1,0.0,0.0,0.0,ABK73982.1,na,ABC1 family protein,MSMEG_1353,-1.599,G,0,6.224,rpoB
3506,ABK70312.1_and_ABK73949.1,0.0,0,0,0,0.39,0.84,1,0.0,0.0,0.0,ABK73949.1,na,conserved hypothetical protein,MSMEG_4943,-12.343,M,4,9.458,rpoB
3507,ABK70312.1_and_ABK74315.1,0.0,0,0,0,0.19,0.65,1,0.0,0.0,0.0,ABK74315.1,na,acetoacetyl-CoA synthase,MSMEG_6024,0.41,G,0,5.13,rpoB
3508,ABK70312.1_and_ABK75571.1,0.0,0,0,0,0.36,0.68,1,0.0,0.0,0.0,ABK75571.1,na,glucose-methanol-choline oxidoreductase,MSMEG_5944,0.324,G,0,6.898,rpoB
3509,ABK70312.1_and_ABK75539.1,0.0,0,0,0,0.25,0.87,1,0.0,0.0,0.0,ABK75539.1,na,hypothetical protein,MSMEG_5974,0.867,G,0,11.242,rpoB
3510,ABK70312.1_and_ABK75506.1,0.0,0,0,0,0.22,0.75,1,0.0,0.0,0.0,ABK75506.1,na,"RNA methyltransferase, TrmH family protein, group 3",MSMEG_6073,-4.5,G,0,9.838,rpoB
3511,ABK70312.1_and_ABK75474.1,0.0,0,0,0,0.22,0.78,1,0.0,0.0,0.0,ABK75474.1,na,conserved hypothetical protein,MSMEG_6061,0.108,M,3,5.855,rpoB
3512,ABK70312.1_and_ABK75441.1,0.0,0,0,0,0.29,0.82,1,0.0,0.0,0.0,ABK75441.1,na,conserved hypothetical protein,MSMEG_6100,0.168,M,4,7.249,rpoB
3513,ABK70312.1_and_ABK75407.1,0.0,0,0,0,0.28,0.75,1,0.0,0.0,0.0,ABK75407.1,na,citrate synthase,MSMEG_5676,0.111,G,0,5.054,rpoB
3514,ABK70312.1_and_ABK75374.1,0.0,0,0,0,0.25,0.77,1,0.0,0.0,0.0,ABK75374.1,truA,tRNA pseudouridine synthase A,MSMEG_1527,-0.49,G,0,6.44,rpoB
3515,ABK70312.1_and_ABK75341.1,0.0,0,0,0,0.21,0.73,1,0.0,0.0,0.0,ABK75341.1,prfB,peptide chain release factor 2,MSMEG_2086,-5.623,G,0,4.546,rpoB
3516,ABK70312.1_and_ABK75308.1,0.0,0,0,0,0.3,0.85,1,0.0,0.0,0.0,ABK75308.1,na,TM2 domain protein,MSMEG_3223,1.381,M,3,7.951,rpoB
3517,ABK70312.1_and_ABK75276.1,0.0,0,0,0,0.23,0.76,1,0.0,0.0,0.0,ABK75276.1,na,binding protein dependent transport protein,MSMEG_5146,0.314,M,6,10.335,rpoB
3518,ABK70312.1_and_ABK75241.1,0.0,0,0,0,0.26,0.82,1,0.0,0.0,0.0,ABK75241.1,na,conserved hypothetical protein,MSMEG_6770,0.63,G,0,5.105,rpoB
3519,ABK70312.1_and_ABK74714.1,0.0,0,0,0,0.29,0.75,1,0.0,0.0,0.0,ABK74714.1,na,lipid-transfer protein,MSMEG_5990,0.384,G,0,4.914,rpoB
3520,ABK70312.1_and_ABK75171.1,0.0,0,0,0,0.28,0.82,1,0.0,0.0,0.0,ABK75171.1,na,multimeric flavodoxin WrbA,MSMEG_2666,0.519,G,0,4.431,rpoB
3521,ABK70312.1_and_ABK75137.1,0.0,0,0,0,0.22,0.75,1,0.0,0.0,0.0,ABK75137.1,na,transcriptional regulator,MSMEG_3606,0.73,G,0,4.698,rpoB
3522,ABK70312.1_and_ABK75105.1,0.0,0,0,0,0.31,0.76,1,0.0,0.0,0.0,ABK75105.1,na,oligopeptide transport ATP-binding protein OppD,MSMEG_0640,0.3,G,0,4.927,rpoB
3523,ABK70312.1_and_ABK75072.1,0.0,0,0,0,0.23,0.74,1,0.0,0.0,0.0,ABK75072.1,na,transcriptional regulator LacI family protein,MSMEG_6376,-0.035,G,0,7.819,rpoB
3524,ABK70312.1_and_ABK75040.1,0.0,0,0,0,0.2,0.77,1,0.0,0.0,0.0,ABK75040.1,na,dehydrogenase,MSMEG_0600,0.427,G,0,4.876,rpoB
3525,ABK70312.1_and_ABK75007.1,0.0,0,0,0,0.36,0.85,1,0.0,0.0,0.0,ABK75007.1,na,conserved hypothetical protein,MSMEG_5888,-0.002,G,0,3.872,rpoB
3526,ABK70312.1_and_ABK74974.1,0.0,0,0,0,0.21,0.69,1,0.0,0.0,0.0,ABK74974.1,na,coniferyl aldehyde dehydrogenase,MSMEG_2242,0.416,G,0,9.414,rpoB
3527,ABK70312.1_and_ABK74941.1,0.0,0,0,0,0.22,0.77,1,0.0,0.0,0.0,ABK74941.1,na,transcriptional regulatory protein,MSMEG_0509,0.005,G,0,6.186,rpoB
3528,ABK70312.1_and_ABK74909.1,0.0,0,0,0,0.26,0.8,1,0.0,0.0,0.0,ABK74909.1,na,"transcriptional regulator, TetR family protein",MSMEG_3410,0.312,G,0,5.499,rpoB
3529,ABK70312.1_and_ABK74877.1,0.0,0,0,0,0.24,0.7,1,0.0,0.0,0.0,ABK74877.1,na,integral membrane transport protein,MSMEG_0190,0.068,M,13,8.946,rpoB
3530,ABK70312.1_and_ABK74779.1,0.0,0,0,0,0.22,0.7,1,0.0,0.0,0.0,ABK74779.1,lpdA,dihydrolipoamide dehydrogenase,MSMEG_0903,-2.517,G,0,5.296,rpoB
3531,ABK70312.1_and_ABK74747.1,0.0,0,0,0,0.2,0.77,1,0.0,0.0,0.0,ABK74747.1,na,conserved hypothetical protein,MSMEG_2032,0.435,G,0,5.525,rpoB
3532,ABK70312.1_and_ABK75207.1,0.0,0,0,0,0.21,0.79,1,0.0,0.0,0.0,ABK75207.1,na,uracil DNA glycosylase superfamily protein,MSMEG_0265,0.025,G,0,5.626,rpoB
3533,ABK70312.1_and_ABK73041.1,0.0,0,0,0,0.25,0.86,1,0.0,0.0,0.0,ABK73041.1,na,conserved hypothetical protein,MSMEG_3760,-0.185,G,0,9.97,rpoB
3534,ABK70312.1_and_ABK73007.1,0.0,0,0,0,0.19,0.7,1,0.0,0.0,0.0,ABK73007.1,gabT,4-aminobutyrate transaminase,MSMEG_2959,0.409,G,0,5.156,rpoB
3535,ABK70312.1_and_ABK72971.1,0.0,0,0,0,0.36,0.75,1,0.0,0.0,0.0,ABK72971.1,na,cytochrome P450-terp,MSMEG_2257,0.448,G,0,4.838,rpoB
3536,ABK70312.1_and_ABK72939.1,0.0,0,0,0,0.39,0.89,1,0.0,0.0,0.0,ABK72939.1,na,hypothetical protein,MSMEG_1653,-10.214,G,0,12.676,rpoB
3537,ABK70312.1_and_ABK72905.1,0.0,0,0,0,0.23,0.76,1,0.0,0.0,0.0,ABK72905.1,na,conserved hypothetical protein,MSMEG_3079,0.107,G,0,5.169,rpoB
3538,ABK70312.1_and_ABK72872.1,0.0,0,0,0,0.21,0.76,1,0.0,0.0,0.0,ABK72872.1,na,aldose 1-epimerase subfamily protein,MSMEG_0717,0.277,G,0,4.52,rpoB
3539,ABK70312.1_and_ABK72838.1,0.0,0,0,0,0.38,0.87,1,0.0,0.0,0.0,ABK72838.1,na,conserved hypothetical protein,MSMEG_5180,1.441,G,0,3.389,rpoB
3540,ABK70312.1_and_ABK72803.1,0.0,0,0,0,0.2,0.82,1,0.0,0.0,0.0,ABK72803.1,na,putative tautomerase,MSMEG_1607,0.12,G,0,5.499,rpoB
3541,ABK70312.1_and_ABK72732.1,0.0,0,0,0,0.2,0.72,1,0.0,0.0,0.0,ABK72732.1,nagA,N-acetylglucosamine-6-phosphate deacetylase,MSMEG_2119,-0.136,G,0,5.105,rpoB
3542,ABK70312.1_and_ABK72699.1,0.0,0,0,0,0.28,0.83,1,0.0,0.0,0.0,ABK72699.1,na,conserved hypothetical protein,MSMEG_2698,0.199,G,0,7.892,rpoB
3543,ABK70312.1_and_ABK72666.1,0.0,0,0,0,0.19,0.74,1,0.0,0.0,0.0,ABK72666.1,na,homoserine O-acetyltransferase,MSMEG_6772,0.684,G,0,5.08,rpoB
3544,ABK70312.1_and_ABK70578.1,0.0,0,0,0,0.26,0.74,1,0.0,0.0,0.0,ABK70578.1,na,"ISMsm5, transposase",MSMEG_5891,,G,0,9.004,rpoB
3545,ABK70312.1_and_ABK72599.1,0.0,0,0,0,0.22,0.86,1,0.0,0.0,0.0,ABK72599.1,na,conserved domain protein,MSMEG_0559,-4.472,G,0,4.762,rpoB
3546,ABK70312.1_and_ABK72566.1,0.0,0,0,0,0.32,0.78,1,0.0,0.0,0.0,ABK72566.1,na,hypothetical protein,MSMEG_5034,-0.03,G,0,4.533,rpoB
3547,ABK70312.1_and_ABK72500.1,0.0,0,0,0,0.28,0.79,1,0.0,0.0,0.0,ABK72500.1,na,conserved hypothetical protein,MSMEG_6006,0.307,M,8,6.198,rpoB
3548,ABK70312.1_and_ABK72467.1,0.0,0,0,0,0.22,0.74,1,0.0,0.0,0.0,ABK72467.1,na,"periplasmic binding proteins and sugar binding domain of the LacI family protein, putative",MSMEG_4888,-0.075,G,0,5.575,rpoB
3549,ABK70312.1_and_ABK72435.1,0.0,0,0,0,0.21,0.8,1,0.0,0.0,0.0,ABK72435.1,na,YceI like family protein,MSMEG_5125,0.226,G,0,4.546,rpoB
3550,ABK70312.1_and_ABK72402.1,0.0,0,0,0,0.19,0.76,1,0.0,0.0,0.0,ABK72402.1,na,peroxisomal hydratase-dehydrogenase-epimerase,MSMEG_0096,1.018,G,0,4.635,rpoB
3551,ABK70312.1_and_ABK72367.1,0.0,0,0,0,0.33,0.88,1,0.0,0.0,0.0,ABK72367.1,na,hypothetical protein,MSMEG_3588,-1.346,G,0,10.028,rpoB
3552,ABK70312.1_and_ABK72335.1,0.0,0,0,0,0.23,0.7,1,0.0,0.0,0.0,ABK72335.1,na,virulence factor,MSMEG_0346,0.423,M,1,4.762,rpoB
3553,ABK70312.1_and_ABK72302.1,0.0,0,0,0,0.27,0.76,1,0.0,0.0,0.0,ABK72302.1,na,alpha/beta hydrolase fold,MSMEG_2777,0.412,G,0,5.575,rpoB
3554,ABK70312.1_and_ABK72270.1,0.0,0,0,0,0.23,0.81,1,0.0,0.0,0.0,ABK72270.1,cysE,serine O-acetyltransferase,MSMEG_5947,0.342,G,0,6.135,rpoB
3555,ABK70312.1_and_ABK72238.1,0.0,0,0,0,0.19,0.67,1,0.0,0.0,0.0,ABK72238.1,na,"penicillin-binding protein, transpeptidase",MSMEG_6319,0.071,G,0,4.177,rpoB
3556,ABK70312.1_and_ABK72634.1,0.0,0,0,0,0.24,0.83,1,0.0,0.0,0.0,ABK72634.1,na,conserved hypothetical protein,MSMEG_1805,0.841,G,0,4.418,rpoB
3557,ABK70312.1_and_ABK73882.1,0.0,0,0,0,0.26,0.78,1,0.0,0.0,0.0,ABK73882.1,tpiA,triosephosphate isomerase,MSMEG_3086,-1.813,G,0,5.308,rpoB
3558,ABK70312.1_and_ABK73848.1,0.0,0,0,0,0.23,0.77,1,0.0,0.0,0.0,ABK73848.1,na,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase",MSMEG_2900,0.353,G,0,4.991,rpoB
3559,ABK70312.1_and_ABK73810.1,0.0,0,0,0,0.21,0.83,1,0.0,0.0,0.0,ABK73810.1,na,conserved hypothetical protein,MSMEG_0354,0.118,G,0,4.685,rpoB
3560,ABK70312.1_and_ABK73775.1,0.0,0,0,0,0.25,0.79,1,0.0,0.0,0.0,ABK73775.1,na,puromycin N-acetyltransferase,MSMEG_4563,0.121,G,0,8.858,rpoB
3561,ABK70312.1_and_ABK73740.1,0.0,0,0,0,0.32,0.77,1,0.0,0.0,0.0,ABK73740.1,na,ABC transporter permease protein,MSMEG_2635,0.245,M,6,9.033,rpoB
3562,ABK70312.1_and_ABK73705.1,0.0,0,0,0,0.21,0.73,1,0.0,0.0,0.0,ABK73705.1,na,conserved hypothetical protein,MSMEG_4307,0.477,G,0,4.736,rpoB
3563,ABK70312.1_and_ABK73671.1,0.0,0,0,0,0.18,0.79,1,0.0,0.0,0.0,ABK73671.1,na,phosphohydrolase,MSMEG_1061,0.345,G,0,4.813,rpoB
3564,ABK70312.1_and_ABK73637.1,0.0,0,0,0,0.2,0.76,1,0.0,0.0,0.0,ABK73637.1,na,conserved hypothetical protein,MSMEG_0546,0.32,G,0,4.774,rpoB
3565,ABK70312.1_and_ABK73604.1,0.0,0,0,0,0.3,0.75,1,0.0,0.0,0.0,ABK73604.1,na,cytochrome P450,MSMEG_4829,0.261,G,0,4.774,rpoB
3566,ABK70312.1_and_ABK73572.1,0.0,0,0,0,0.19,0.64,1,0.0,0.0,0.0,ABK73572.1,na,"ABC transporter, permease/ATP-binding protein",MSMEG_4380,0.184,M,7,7.497,rpoB
3567,ABK70312.1_and_ABK73538.1,0.0,0,0,0,0.25,0.82,1,0.0,0.0,0.0,ABK73538.1,na,endoribonuclease L-psp family protein,MSMEG_5723,0.721,G,0,4.622,rpoB
3568,ABK70312.1_and_ABK73074.1,0.0,0,0,0,0.28,0.78,1,0.0,0.0,0.0,ABK73074.1,na,conserved hypothetical protein,MSMEG_0344,0.22,M,5,6.62,rpoB
3569,ABK70312.1_and_ABK73473.1,0.0,0,0,0,0.25,0.73,1,0.0,0.0,0.0,ABK73473.1,na,transmembrane transport protein,MSMEG_2795,0.279,M,12,8.536,rpoB
3570,ABK70312.1_and_ABK73404.1,0.0,0,0,0,0.23,0.76,1,0.0,0.0,0.0,ABK73404.1,na,"oxidoreductase, short-chain dehydrogenase/reductase family protein",MSMEG_1073,0.557,G,0,8.829,rpoB
3571,ABK70312.1_and_ABK73372.1,0.0,0,0,0,0.23,0.79,1,0.0,0.0,0.0,ABK73372.1,na,"transcriptional repressor, TetR family protein, putative",MSMEG_4142,0.629,G,0,5.55,rpoB
3572,ABK70312.1_and_ABK73339.1,0.0,0,0,0,0.2,0.71,1,0.0,0.0,0.0,ABK73339.1,na,conserved hypothetical protein,MSMEG_0917,-0.101,M,3,5.626,rpoB
3573,ABK70312.1_and_ABK73305.1,0.0,0,0,0,0.25,0.75,1,0.0,0.0,0.0,ABK73305.1,na,"oxidoreductase, zinc-binding dehydrogenase family protein",MSMEG_2033,0.444,G,0,4.749,rpoB
3574,ABK70312.1_and_ABK73273.1,0.0,0,0,0,0.48,0.83,1,0.0,0.0,0.0,ABK73273.1,na,Roadblock/LC7 domain protein,MSMEG_1638,0.066,G,0,4.736,rpoB
3575,ABK70312.1_and_ABK73240.1,0.0,0,0,0,0.2,0.72,1,0.0,0.0,0.0,ABK73240.1,na,amidohydrolase 2,MSMEG_4837,0.559,G,0,4.825,rpoB
3576,ABK70312.1_and_ABK73207.1,0.0,0,0,0,0.3,0.73,1,0.0,0.0,0.0,ABK73207.1,na,cytochrome P450,MSMEG_5853,0.319,G,0,4.584,rpoB
3577,ABK70312.1_and_ABK73173.1,0.0,0,0,0,0.24,0.79,1,0.0,0.0,0.0,ABK73173.1,na,hypothetical protein,MSMEG_6228,0.661,M,4,5.652,rpoB
3578,ABK70312.1_and_ABK73141.1,0.0,0,0,0,0.17,0.73,1,0.0,0.0,0.0,ABK73141.1,galT,galactose-1-phosphate uridylyltransferase,MSMEG_3691,0.348,G,0,5.372,rpoB
3579,ABK70312.1_and_ABK73106.1,0.0,0,0,0,0.2,0.66,1,0.0,0.0,0.0,ABK73106.1,edd,phosphogluconate dehydratase,MSMEG_0313,0.209,G,0,5.397,rpoB
3580,ABK70312.1_and_ABK73506.1,0.0,0,0,0,0.22,0.84,1,0.0,0.0,0.0,ABK73506.1,na,conserved hypothetical protein,MSMEG_0820,0.623,G,0,4.457,rpoB
3581,ABK70312.1_and_ABK71300.1,0.0,0,0,0,0.24,0.71,1,0.0,0.0,0.0,ABK71300.1,eat,ethanolamine permease,MSMEG_1552,1.038,M,12,5.436,rpoB
3582,ABK70312.1_and_ABK71268.1,0.0,0,0,0,0.22,0.81,1,0.0,0.0,0.0,ABK71268.1,na,hypothetical protein,MSMEG_3727,0.211,G,0,4.991,rpoB
3583,ABK70312.1_and_ABK71235.1,0.0,0,0,0,0.19,0.7,1,0.0,0.0,0.0,ABK71235.1,ssuD,nitrilotriacetate monooxygenase component A,MSMEG_2843,0.606,G,0,5.092,rpoB
3584,ABK70312.1_and_ABK71203.1,0.0,0,0,0,0.3,0.87,1,0.0,0.0,0.0,ABK71203.1,na,hypothetical protein,MSMEG_3383,-4.296,M,1,4.825,rpoB
3585,ABK70312.1_and_ABK71138.1,0.0,0,0,0,0.45,0.72,1,0.0,0.0,0.0,ABK71138.1,na,secreted peptidase,MSMEG_0247,0.187,G,0,4.507,rpoB
3586,ABK70312.1_and_ABK71072.1,0.0,0,0,0,0.26,0.83,1,0.0,0.0,0.0,ABK71072.1,na,hypothetical protein,MSMEG_0598,-1.953,G,0,4.546,rpoB
3587,ABK70312.1_and_ABK71039.1,0.0,0,0,0,0.27,0.82,1,0.0,0.0,0.0,ABK71039.1,na,conserved hypothetical protein,MSMEG_3074,0.244,M,2,8.024,rpoB
3588,ABK70312.1_and_ABK71006.1,0.0,0,0,0,0.18,0.76,1,0.0,0.0,0.0,ABK71006.1,na,"peptidyl-prolyl cis-trans isomerase, cyclophilin-type",MSMEG_2974,0.081,M,1,5.041,rpoB
3589,ABK70312.1_and_ABK70973.1,0.0,0,0,0,0.21,0.79,1,0.0,0.0,0.0,ABK70973.1,na,conserved hypothetical protein,MSMEG_4271,0.268,M,1,5.359,rpoB
